date,ticker,open,high,low,close,volume
2025-01-09,SYN01,126.4365,134.5484,121.9468,128.2476,7000675.0000
2025-01-10,SYN01,130.3547,136.5163,130.3547,134.4524,7100215.0000
2025-01-13,SYN01,132.3579,132.3579,130.9901,131.5595,7352959.0000
2025-01-14,SYN01,131.9398,133.0141,131.9347,132.4744,5114951.0000
2025-01-15,SYN01,131.8997,131.9087,129.1423,130.5255,5871631.0000
2025-01-16,SYN01,130.9789,131.6537,130.5625,131.1081,8035858.0000
2025-01-17,SYN01,127.7150,127.7150,124.8027,126.1633,7475770.0000
2025-01-20,SYN01,124.6742,125.6439,122.0312,123.8376,6912234.0000
2025-01-21,SYN01,123.4436,124.0437,122.1245,123.0841,3784566.0000
2025-01-22,SYN01,125.6566,127.8811,125.6566,126.7859,7761720.0000
2025-01-23,SYN01,129.1082,134.7529,128.5546,131.6537,9681901.0000
2025-01-24,SYN01,128.3634,128.3634,126.0034,126.1259,9155259.0000
2025-01-27,SYN01,124.8317,125.0863,120.7815,122.9339,6978268.0000
2025-01-28,SYN01,124.2147,126.0391,124.2147,125.5946,3727568.0000
2025-01-29,SYN01,122.5767,122.5767,115.3214,117.7230,8942669.0000
2025-01-30,SYN01,116.5925,116.8228,115.1606,115.9917,6106808.0000
2025-01-31,SYN01,115.8667,116.8018,114.5156,115.6587,2650005.0000
2025-02-03,SYN01,117.4288,121.3788,117.4288,120.5383,7337264.0000
2025-02-04,SYN01,121.5632,123.4610,121.5632,123.3181,3814018.0000
2025-02-05,SYN01,122.3509,122.3509,121.7405,122.0448,4084459.0000
2025-02-06,SYN01,121.7176,121.7176,119.8947,120.6217,5148512.0000
2025-02-07,SYN01,120.1930,121.4556,117.8977,119.6767,10037723.0000
2025-02-10,SYN01,123.5692,128.4866,123.1442,125.8154,5647130.0000
2025-02-11,SYN01,124.8934,127.3655,120.8491,124.1073,7069505.0000
2025-02-12,SYN01,123.5264,123.5264,122.8382,122.9202,11854792.0000
2025-02-13,SYN01,123.6347,126.2037,122.5567,124.3802,11232977.0000
2025-02-14,SYN01,124.0857,125.1151,122.7411,123.9281,6201367.0000
2025-02-17,SYN01,123.4417,124.8025,121.5369,123.1697,5908613.0000
2025-02-18,SYN01,120.6263,120.6263,118.4347,118.8075,4135626.0000
2025-02-19,SYN01,118.8045,120.4683,117.1285,118.7984,5042405.0000
2025-02-20,SYN01,117.8991,119.7456,114.5066,117.1261,7461965.0000
2025-02-21,SYN01,120.6731,123.5689,119.8433,121.7061,7384987.0000
2025-02-24,SYN01,123.1111,129.8995,118.8311,124.3653,6682731.0000
2025-02-25,SYN01,124.3241,126.0839,122.5253,124.3046,9107734.0000
2025-02-26,SYN01,126.5037,132.0822,122.0858,127.0840,4906764.0000
2025-02-27,SYN01,126.7958,126.7958,125.6218,125.7199,6304834.0000
2025-02-28,SYN01,128.4765,132.8501,127.4515,130.1508,8305172.0000
2025-03-03,SYN01,130.1585,131.8180,128.5158,130.1669,7888409.0000
2025-03-04,SYN01,131.6523,136.1846,129.2328,132.7087,9353723.0000
2025-03-05,SYN01,128.5195,129.1718,125.3724,127.2721,7388321.0000
2025-03-06,SYN01,127.6609,133.2433,124.2744,128.7589,5769887.0000
2025-03-07,SYN01,127.2002,127.2002,121.1330,121.8932,7298805.0000
2025-03-10,SYN01,116.4961,116.4961,114.0845,114.0938,4526890.0000
2025-03-11,SYN01,113.4926,115.3363,110.6628,112.9995,3622385.0000
2025-03-12,SYN01,111.1323,115.0336,104.4902,109.7619,7878823.0000
2025-03-13,SYN01,110.1971,113.1868,107.5817,110.3843,6306900.0000
2025-03-14,SYN01,113.8122,119.1346,113.8122,118.8102,7162698.0000
2025-03-17,SYN01,117.7791,117.7791,114.8600,115.6633,3549312.0000
2025-03-18,SYN01,114.8774,114.8774,111.9960,113.3659,5658470.0000
2025-03-19,SYN01,113.6808,115.5323,112.7929,114.1626,5212155.0000
2025-03-20,SYN01,115.6502,118.4550,113.6433,116.0492,4751542.0000
2025-03-21,SYN01,115.6307,115.6307,115.2990,115.4176,2920305.0000
2025-03-24,SYN01,115.0547,116.8059,112.5518,114.6789,5718678.0000
2025-03-25,SYN01,115.7029,117.5148,115.7029,117.3735,8802184.0000
2025-03-26,SYN01,118.5340,119.6427,118.5340,119.4179,7347004.0000
2025-03-27,SYN01,117.3333,120.7854,110.1969,115.4912,5210168.0000
2025-03-28,SYN01,115.4134,117.1479,113.3074,115.2277,6396410.0000
2025-03-31,SYN01,115.3592,115.6703,115.1199,115.3951,8379795.0000
2025-04-01,SYN01,112.9160,112.9160,111.1661,111.5249,2446839.0000
2025-04-02,SYN01,112.1402,113.4718,111.5449,112.5084,6155559.0000
2025-04-03,SYN01,111.9010,111.9010,107.1916,109.4346,7776166.0000
2025-04-04,SYN01,111.7912,114.0812,111.7912,112.9959,8163626.0000
2025-04-07,SYN01,113.5722,115.5724,111.9137,113.7431,11660406.0000
2025-04-08,SYN01,113.9445,117.7754,110.4432,114.1093,9565945.0000
2025-04-09,SYN01,113.2309,113.9936,109.9323,111.9629,7173118.0000
2025-04-10,SYN01,111.6803,112.7358,110.3919,111.5638,7146588.0000
2025-04-11,SYN01,109.5577,109.5577,104.4600,104.5535,8468677.0000
2025-04-14,SYN01,101.9808,102.7977,98.7894,100.7935,5323755.0000
2025-04-15,SYN01,101.2594,102.7695,101.2594,102.0248,6339993.0000
2025-04-16,SYN01,97.2039,97.2039,95.1478,95.2065,8829753.0000
2025-04-17,SYN01,95.9494,98.8687,95.9494,97.9031,12756606.0000
2025-04-18,SYN01,94.2211,94.2211,91.4329,92.5078,6081187.0000
2025-04-21,SYN01,93.3585,95.3144,93.3585,94.8493,6321795.0000
2025-04-22,SYN01,94.1017,95.5820,89.0091,92.2955,6892346.0000
2025-04-23,SYN01,93.8484,96.8356,92.5654,94.7005,10288890.0000
2025-04-24,SYN01,95.0235,98.1482,92.1210,95.1346,6361942.0000
2025-04-25,SYN01,93.0677,94.3859,86.6298,90.5078,10753369.0000
2025-04-28,SYN01,92.4069,94.9259,92.4069,94.3021,4584190.0000
2025-04-29,SYN01,96.6435,99.2993,96.6435,98.8749,6024477.0000
2025-04-30,SYN01,98.8145,99.4158,97.9689,98.6924,5998957.0000
2025-05-01,SYN01,98.2490,99.3917,96.2950,97.8434,8467374.0000
2025-05-02,SYN01,97.6025,97.6025,97.2470,97.3634,9270011.0000
2025-05-05,SYN01,95.8293,95.8293,94.3327,94.3419,3791031.0000
2025-05-06,SYN01,96.1714,97.9724,96.1714,97.8151,4667634.0000
2025-05-07,SYN01,96.8744,99.6605,92.5917,96.1261,7234359.0000
2025-05-08,SYN01,96.0335,96.2715,95.7174,95.9945,5105920.0000
2025-05-09,SYN01,94.4811,95.1359,92.0024,93.5691,3773842.0000
2025-05-12,SYN01,92.3717,92.6878,90.7206,91.7042,9248038.0000
2025-05-13,SYN01,89.2747,89.2747,87.5941,87.9852,7643327.0000
2025-05-14,SYN01,89.2280,92.8479,89.2280,91.6974,7641207.0000
2025-05-15,SYN01,91.3808,92.8674,89.6622,91.2648,5444127.0000
2025-05-16,SYN01,93.2566,95.1317,93.2566,94.2159,9217205.0000
2025-05-19,SYN01,94.2494,95.9911,92.5792,94.2852,5911842.0000
2025-05-20,SYN01,93.0061,94.3192,90.0810,92.2001,9437544.0000
2025-05-21,SYN01,91.5762,93.2807,89.2187,91.2497,4673277.0000
2025-05-22,SYN01,90.3120,92.0624,87.1844,89.6234,4768329.0000
2025-05-23,SYN01,89.6484,89.9294,89.4177,89.6735,6907277.0000
2025-05-26,SYN01,89.2533,89.2533,88.3064,88.6086,5028527.0000
2025-05-27,SYN01,88.4291,89.1898,86.3538,87.7718,8144569.0000
2025-05-28,SYN01,86.6925,86.6925,81.6896,83.9356,7042577.0000
2025-05-29,SYN01,82.7655,82.7655,81.4434,81.7787,4654821.0000
2025-05-30,SYN01,84.1882,87.2375,84.1882,86.3405,6595888.0000
2025-06-02,SYN01,85.3235,85.3235,83.8848,84.4950,5685939.0000
2025-06-03,SYN01,82.6297,84.4470,78.8774,81.6622,8859452.0000
2025-06-04,SYN01,81.8770,84.0312,81.1507,82.5910,5152850.0000
2025-06-05,SYN01,85.5447,86.5333,85.5447,86.4986,5513683.0000
2025-06-06,SYN01,83.7906,83.9501,81.0790,82.5145,9824471.0000
2025-06-09,SYN01,82.2992,83.5688,80.3902,81.9795,14075717.0000
2025-06-10,SYN01,81.2444,81.2444,80.2035,80.3299,12943535.0000
2025-06-11,SYN01,77.4928,77.4928,75.5848,75.8660,6573665.0000
2025-06-12,SYN01,76.3184,78.9954,76.3184,77.7310,6941671.0000
2025-06-13,SYN01,77.7110,78.3070,77.0827,77.6948,10997346.0000
2025-06-16,SYN01,77.7854,78.2772,77.5219,77.8996,6155778.0000
2025-06-17,SYN01,76.5055,76.9351,75.1310,76.0330,4568666.0000
2025-06-18,SYN01,76.3440,79.8409,74.5453,77.1931,6698274.0000
2025-06-19,SYN01,76.2143,76.2143,75.8210,75.8691,7530597.0000
2025-06-20,SYN01,75.6829,77.7536,73.3239,75.5388,4810211.0000
2025-06-23,SYN01,74.8406,74.8406,71.6488,72.8773,3613810.0000
2025-06-24,SYN01,72.2451,72.2451,68.0621,70.0625,3888751.0000
2025-06-25,SYN01,70.8960,74.9218,70.8960,73.2058,8116051.0000
2025-06-26,SYN01,72.8504,73.8668,70.1849,72.0258,4930851.0000
2025-06-27,SYN01,72.4945,73.0594,72.4137,72.7366,6119448.0000
2025-06-30,SYN01,72.6910,74.8416,70.5148,72.6782,6926391.0000
2025-07-01,SYN01,72.1399,72.5780,70.7436,71.6608,7985622.0000
2025-07-02,SYN01,70.7779,72.2438,68.7637,70.5038,5718619.0000
2025-07-03,SYN01,70.8428,72.4975,70.8428,71.9902,7656033.0000
2025-07-04,SYN01,71.4457,72.2497,70.3620,71.3058,4708749.0000
2025-07-07,SYN01,71.1060,71.4444,70.5067,70.9756,5665207.0000
2025-07-08,SYN01,71.0249,71.4443,70.6524,71.0484,4492449.0000
2025-07-09,SYN01,73.2613,74.7770,72.9261,73.8516,9554975.0000
2025-07-10,SYN01,74.6930,77.2813,73.7842,75.5327,6369139.0000
2025-07-11,SYN01,76.2652,78.3211,74.6884,76.5047,4963871.0000
2025-07-14,SYN01,76.1525,76.8770,73.3890,75.1330,5683762.0000
2025-07-15,SYN01,73.8685,73.8685,69.9253,71.8412,5949686.0000
2025-07-16,SYN01,73.1586,75.0846,73.1586,74.1246,8216344.0000
2025-07-17,SYN01,74.8428,78.8167,74.2288,76.5227,3678374.0000
2025-07-18,SYN01,76.4174,76.4174,75.9996,76.1950,4472383.0000
2025-07-21,SYN01,77.0293,78.0546,77.0293,77.5778,5632796.0000
2025-07-22,SYN01,78.1767,80.2028,78.1767,79.6055,15599681.0000
2025-07-23,SYN01,80.1535,83.2790,80.1535,81.8191,8983872.0000
2025-07-24,SYN01,82.9020,84.9370,82.9020,84.3420,6183815.0000
2025-07-25,SYN01,83.6230,84.6289,81.6153,83.1221,8249423.0000
2025-07-28,SYN01,84.2584,89.8321,84.2584,87.3614,13210950.0000
2025-07-29,SYN01,86.5810,86.5810,82.8095,83.9037,5924718.0000
2025-07-30,SYN01,85.3323,86.6933,85.3323,86.3227,5655897.0000
2025-07-31,SYN01,87.3906,89.3442,86.1595,87.7518,9826901.0000
2025-08-01,SYN01,88.4797,92.1960,88.4377,90.3169,7643876.0000
2025-08-04,SYN01,92.6387,96.6990,92.6387,96.0575,8132839.0000
2025-08-05,SYN01,99.2155,105.7097,96.0023,100.8560,5382030.0000
2025-08-06,SYN01,99.1713,99.1713,95.8996,97.1853,12609046.0000
2025-08-07,SYN01,93.9847,93.9847,91.1793,92.0018,11696623.0000
2025-08-08,SYN01,92.6390,96.3374,92.6390,94.5159,7838325.0000
2025-08-11,SYN01,92.6969,92.6969,91.1079,91.4637,8169803.0000
2025-08-12,SYN01,91.4572,93.5891,89.3191,91.4541,3162624.0000
2025-08-13,SYN01,93.4385,94.9161,93.1305,94.0233,8037691.0000
2025-08-14,SYN01,91.1099,91.1197,87.1581,89.1389,6007480.0000
2025-08-15,SYN01,88.0219,88.0219,79.9269,83.2322,7484322.0000
2025-08-18,SYN01,83.7219,84.7070,83.2225,83.9648,8164571.0000
2025-08-19,SYN01,84.0419,86.1425,82.0810,84.1117,5705846.0000
2025-08-20,SYN01,83.9726,83.9726,83.0763,83.4647,3558271.0000
2025-08-21,SYN01,83.5683,84.2916,82.8980,83.5948,7313336.0000
2025-08-22,SYN01,82.1649,82.4267,80.1817,81.3042,4960265.0000
2025-08-25,SYN01,80.1342,80.1342,76.2109,77.4090,5728052.0000
2025-08-26,SYN01,77.1143,77.7471,76.2774,77.0123,5203674.0000
2025-08-27,SYN01,76.4485,76.4485,73.2819,74.6307,5705282.0000
2025-08-28,SYN01,73.5015,73.5015,70.5070,70.7544,2865122.0000
2025-08-29,SYN01,71.6095,73.0394,70.8674,71.9534,9844126.0000
2025-09-01,SYN01,71.8990,72.7225,70.9394,71.8309,7025979.0000
2025-09-02,SYN01,72.2891,73.2835,72.2891,72.8121,9487102.0000
2025-09-03,SYN01,71.9379,71.9379,70.3909,70.5200,12856995.0000
2025-09-04,SYN01,69.6085,72.8608,65.2238,69.0423,6480846.0000
2025-09-05,SYN01,67.7903,67.7903,65.9201,66.8476,3421540.0000
2025-09-08,SYN01,65.6076,66.7211,63.1997,64.9604,4702447.0000
2025-09-09,SYN01,65.2322,65.4627,65.2322,65.3957,4214483.0000
2025-09-10,SYN01,64.2605,64.2605,63.6066,63.7649,5394000.0000
2025-09-11,SYN01,63.9633,65.4414,63.6177,64.5295,6611564.0000
2025-09-12,SYN01,64.7287,66.4112,64.1261,65.2686,3190501.0000
2025-09-15,SYN01,67.8744,71.4796,67.8744,69.7491,7248611.0000
2025-09-16,SYN01,68.5769,68.5769,66.2406,66.6696,3789820.0000
2025-09-17,SYN01,67.6713,69.4575,67.6713,68.6504,7135064.0000
2025-09-18,SYN01,68.5369,69.1916,67.7499,68.4707,6188059.0000
2025-09-19,SYN01,68.4644,69.1431,67.7767,68.4599,5761354.0000
2025-09-22,SYN01,67.7992,67.7992,64.5726,65.3156,6267505.0000
2025-09-23,SYN01,64.7471,66.1232,62.5993,64.3613,5322915.0000
2025-09-24,SYN01,65.0867,66.5017,65.0867,65.9612,5189194.0000
2025-09-25,SYN01,65.9246,67.1697,64.4376,65.8036,3567905.0000
2025-09-26,SYN01,65.9242,67.9579,64.0376,65.9977,6363470.0000
2025-09-29,SYN01,65.8085,65.8085,65.1831,65.3941,12266601.0000
2025-09-30,SYN01,67.2401,69.9015,65.9497,67.9256,12859935.0000
2025-10-01,SYN01,67.9158,69.4663,66.3305,67.8984,10212164.0000
2025-10-02,SYN01,66.4635,66.4635,61.4327,63.2124,8231547.0000
2025-10-03,SYN01,62.8024,63.7458,59.8925,61.8192,5074233.0000
2025-10-06,SYN01,61.0547,61.0547,57.0271,57.9894,10653689.0000
2025-10-07,SYN01,55.8710,55.8710,50.9085,52.1668,6304721.0000
2025-10-08,SYN01,51.9823,51.9823,50.6992,51.2874,6276654.0000
2025-10-09,SYN01,52.7367,55.3847,51.7851,53.5849,5806709.0000
2025-10-10,SYN01,53.6329,54.7379,52.6290,53.6835,6640120.0000
2025-10-13,SYN01,52.3361,52.3361,51.5799,51.6835,5521327.0000
2025-10-14,SYN01,50.5201,50.5201,49.9395,50.1359,6243992.0000
2025-10-15,SYN01,51.1543,52.1228,51.1543,52.0360,4398809.0000
2025-10-16,SYN01,52.1407,52.4996,52.1405,52.3201,5641563.0000
2025-10-17,SYN01,52.3527,52.9626,51.8731,52.4178,14283973.0000
2025-10-20,SYN01,52.3581,52.3756,52.3087,52.3422,6275075.0000
2025-10-21,SYN01,54.2924,61.7763,54.2924,59.8891,39752676.0000
2025-10-22,SYN01,60.1005,62.2206,58.2067,60.2137,5120306.0000
2025-10-23,SYN01,60.6752,61.2616,60.6446,60.9531,3476519.0000
2025-10-24,SYN01,61.0957,62.5167,60.3349,61.4258,4505338.0000
2025-10-27,SYN01,60.9014,60.9014,59.1707,59.3882,5980103.0000
2025-10-28,SYN01,59.7539,61.3986,59.4118,60.4052,8867030.0000
2025-10-29,SYN01,59.6139,59.6139,59.0223,59.0890,7066650.0000
2025-10-30,SYN01,60.2193,62.1820,60.2193,61.2548,6710190.0000
2025-10-31,SYN01,60.5303,60.6135,56.9535,58.7835,11076764.0000
2025-11-03,SYN01,58.6395,59.8065,57.2687,58.5376,5071938.0000
2025-11-04,SYN01,58.5387,59.2325,57.8497,58.5411,6618736.0000
2025-11-05,SYN01,57.7399,57.7399,55.3976,56.0811,5359780.0000
2025-11-06,SYN01,57.7702,59.5528,57.7702,59.3408,10832504.0000
2025-11-07,SYN01,60.1281,65.4082,59.1042,62.2562,3247197.0000
2025-11-10,SYN01,61.7341,62.2479,60.4317,61.3398,5085502.0000
2025-11-11,SYN01,61.8979,63.1949,61.8979,62.9232,5342739.0000
2025-11-12,SYN01,63.2572,65.6639,61.7857,63.7248,8110685.0000
2025-11-13,SYN01,60.5856,60.5856,58.2030,58.5322,7949745.0000
2025-11-14,SYN01,58.7717,59.3281,58.7323,59.0302,10477828.0000
2025-11-17,SYN01,58.9864,60.5600,57.2997,58.9298,3706292.0000
2025-11-18,SYN01,59.0149,60.7643,57.4514,59.1078,8361264.0000
2025-11-19,SYN01,57.6186,59.1036,55.0638,57.0837,5802538.0000
2025-11-20,SYN01,56.9857,56.9857,56.5694,56.6011,5093548.0000
2025-11-21,SYN01,56.5329,56.5329,56.0474,56.2896,7766289.0000
2025-11-24,SYN01,58.0282,60.3883,56.6770,58.5327,4659437.0000
2025-11-25,SYN01,58.6882,60.2166,58.1689,59.1928,3108138.0000
2025-11-26,SYN01,59.1961,62.3323,56.0672,59.1998,5648370.0000
2025-11-27,SYN01,61.3985,63.1215,61.3733,62.2474,3806551.0000
2025-11-28,SYN01,61.9118,62.6611,59.6348,61.1479,5123424.0000
2025-12-01,SYN01,60.7404,61.0349,59.7527,60.3938,7322762.0000
2025-12-02,SYN01,59.1242,59.1242,55.8360,56.9341,7171704.0000
2025-12-03,SYN01,57.8680,61.5126,57.8680,59.9436,11204979.0000
2025-12-04,SYN01,60.8676,63.3746,60.3828,61.8787,5995830.0000
2025-12-05,SYN01,63.3375,64.0405,63.3375,63.7774,3759468.0000
2025-12-08,SYN01,64.2190,65.5605,64.2190,65.2045,4934787.0000
2025-12-09,SYN01,65.3022,66.5907,64.3273,65.4590,4660669.0000
2025-12-10,SYN01,65.5819,66.4778,65.4036,65.9407,4198405.0000
2025-12-11,SYN01,65.6085,65.9158,64.9247,65.4202,7488151.0000
2025-12-12,SYN01,65.2845,65.9758,64.0372,65.0065,5130033.0000
2025-12-15,SYN01,65.0438,66.7860,63.4966,65.1413,3218331.0000
2025-12-16,SYN01,67.0812,68.5390,67.0812,68.4565,8206007.0000
2025-12-17,SYN01,69.1615,70.7000,68.7606,69.7303,6183869.0000
2025-12-18,SYN01,69.6631,71.4011,67.8354,69.6182,7285139.0000
2025-12-19,SYN01,68.5944,70.0287,66.6407,68.3347,6672175.0000
2025-12-22,SYN01,67.4199,67.5958,66.3106,66.9532,8020675.0000
2025-12-23,SYN01,69.1191,73.1296,68.0096,70.5696,6515930.0000
2025-12-24,SYN01,71.4490,73.6614,69.8742,71.7678,9910693.0000
2025-12-25,SYN01,71.8292,74.2514,69.6441,71.9478,7460985.0000
2025-12-26,SYN01,71.5196,71.5196,70.9069,71.1608,7375525.0000
2025-12-29,SYN01,70.0112,70.0112,68.1034,68.6518,7421616.0000
2025-12-30,SYN01,68.5706,71.2159,65.8296,68.5227,3861749.0000
2025-12-31,SYN01,69.6900,72.5939,68.4577,70.5258,6069771.0000
2026-01-01,SYN01,70.2217,70.5758,68.7221,69.6489,5871926.0000
2026-01-02,SYN01,69.3930,70.3909,67.9192,69.1550,6914252.0000
2026-01-05,SYN01,68.9445,68.9701,68.3870,68.6786,3996426.0000
2026-01-06,SYN01,68.8243,69.3868,68.5039,68.9453,11391684.0000
2026-01-07,SYN01,67.3314,67.6634,63.2809,65.4721,6669063.0000
2026-01-08,SYN01,65.3468,65.4212,64.5599,64.9906,4207978.0000
2026-01-09,SYN01,63.8573,64.6537,61.7910,63.2224,3535423.0000
2026-01-12,SYN01,64.1369,66.7723,63.4151,65.0937,5826945.0000
2026-01-13,SYN01,64.4772,64.4772,63.0787,63.4961,6231126.0000
2026-01-14,SYN01,64.4120,65.1095,64.3358,64.7226,5000516.0000
2026-01-15,SYN01,65.4967,69.8722,65.4967,68.0445,6640473.0000
2026-01-16,SYN01,67.7077,68.6719,66.0719,67.3719,5137322.0000
2026-01-19,SYN01,66.5285,66.7738,65.3900,66.0819,7799221.0000
2026-01-20,SYN01,66.2314,67.2679,65.7641,66.5160,4989590.0000
2026-01-21,SYN01,66.5208,67.3695,65.6935,66.5315,6343739.0000
2026-01-22,SYN01,65.6479,65.6479,63.6430,64.4280,9056993.0000
2026-01-23,SYN01,64.6801,66.1567,64.6801,65.4241,15816086.0000
2026-01-26,SYN01,68.7425,72.3336,67.4529,69.8933,4518899.0000
2026-01-27,SYN01,69.6199,69.7514,68.9041,69.3278,5465009.0000
2026-01-28,SYN01,69.1733,69.4509,68.3309,68.8909,4792254.0000
2026-01-29,SYN01,68.3338,68.3338,65.8538,66.6012,8460923.0000
2026-01-30,SYN01,66.8993,70.1381,64.4990,67.3185,4302123.0000
2026-02-02,SYN01,66.1536,66.1536,64.2950,64.6533,5427173.0000
2026-02-03,SYN01,63.3608,63.3608,61.4594,62.3781,6363528.0000
2026-02-04,SYN01,63.6052,67.0712,63.0445,65.0579,4564943.0000
2026-02-05,SYN01,64.1829,65.8929,60.4720,63.1825,4599187.0000
2026-02-06,SYN01,63.7849,68.8221,62.1213,65.4717,5443789.0000
2026-02-09,SYN01,66.5140,70.3510,66.5140,68.8319,3082649.0000
2026-02-10,SYN01,69.0490,70.7389,68.1365,69.4377,3876862.0000
2026-02-11,SYN01,69.7583,72.4336,69.0151,70.7244,5564357.0000
2026-02-12,SYN01,74.2603,76.8511,73.9484,75.3997,6772187.0000
2026-02-13,SYN01,75.2444,75.2444,74.7201,74.9397,6025060.0000
2026-02-16,SYN01,74.2014,75.1975,71.8532,73.5253,3455801.0000
2026-02-17,SYN01,72.4387,72.4387,69.5066,70.3699,5466389.0000
2026-02-18,SYN01,70.4427,71.4741,69.4997,70.4869,8502809.0000
2026-02-19,SYN01,72.3079,77.6505,70.3400,73.9952,7810714.0000
2026-02-20,SYN01,74.7306,80.6027,72.1416,76.3721,6255003.0000
2026-02-23,SYN01,74.5840,75.1091,73.0547,74.0819,4713185.0000
2026-02-24,SYN01,72.8175,74.6296,69.4986,72.0641,8019444.0000
2026-02-25,SYN01,71.4787,72.1751,69.6435,70.9093,5250474.0000
2026-02-26,SYN01,71.1130,73.6682,69.5526,71.6104,4270396.0000
2026-02-27,SYN01,71.3188,73.3687,68.9384,71.1535,4855821.0000
2026-03-02,SYN01,71.3136,73.8566,69.4929,71.6748,10674570.0000
2026-03-03,SYN01,72.1442,72.4240,72.1442,72.3940,6944892.0000
2026-03-04,SYN01,71.9728,73.4016,70.0245,71.7130,9647317.0000
2026-03-05,SYN01,71.6791,71.8893,71.3918,71.6405,5436719.0000
2026-03-06,SYN01,71.8471,75.2588,69.0349,72.1468,8928922.0000
2026-03-09,SYN01,72.0991,74.3696,69.5723,71.9710,5209152.0000
2026-03-10,SYN01,72.3050,73.3172,72.3050,73.1854,6085104.0000
